Month,BSC,Province,District,Cluster,Site Name,latitude,longitude,Home Op Customer Count,Comp A Customer Count,Comp B Customer Count,Comp C Customer Count,Comp D Customer Count,Total Customer Count,Home Op Market Share,Comp A Market Share,Comp B Market Share,Comp C Market Share,Comp D Market Share,Market Share
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Emakhandeni 2,-20.11974,28.5266,2868,1023,264,90,0,4245,67.56,24.1,6.22,2.12,0,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Gwabalanda,-20.11361,28.50217,2769,947,212,183,0,4111,67.36,23.04,5.16,4.45,0,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Gwabalanda,-20.113585,28.502194,2334,826,185,202,0,3547,65.8,23.29,5.22,5.69,0,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Luveve,-20.103546,28.506183,1791,664,179,128,0,2762,64.84,24.04,6.48,4.63,0,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Luveve,-20.10345,28.50618,3712,1304,347,146,0,5509,67.38,23.67,6.3,2.65,0,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Luveve 2,-20.109775,28.510367,1534,508,135,91,1,2269,67.61,22.39,5.95,4.01,0.04,1
October,Matebeleland,Bulawayo,Bulawayo,Gwabalanda,Luveve 2,-20.10977,28.51037,1879,733,165,96,0,2873,65.4,25.51,5.74,3.34,0,1
October,Matebeleland,Bulawayo,Bulawayo,Imbizo Barracks,Imbizo Barracks,-20.13107,28.79,5282,2542,366,131,0,8321,63.48,30.55,4.4,1.57,0,1
October,Matebeleland,Bulawayo,Bulawayo,Imbizo Barracks,Imbizo Barracks,-20.114927,28.689101,296,89,14,12,1,412,71.84,21.6,3.4,2.91,0.24,2
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Lobengula,-20.12998,28.51759,2405,881,235,67,0,3588,67.03,24.55,6.55,1.87,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Lobengula,-20.129926,28.517555,2428,872,220,83,0,3603,67.39,24.2,6.11,2.3,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe,-20.139,28.51669,7790,2952,786,321,0,11849,65.74,24.91,6.63,2.71,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe,-20.138961,28.516667,1838,709,160,58,1,2766,66.45,25.63,5.78,2.1,0.04,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe 2,-20.13733,28.507988,2487,980,218,101,0,3786,65.69,25.88,5.76,2.67,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe 2,-20.13733,28.50802,6001,2284,583,186,2,9056,66.27,25.22,6.44,2.05,0.02,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe 3,-20.1335,28.49882,1463,506,157,84,0,2210,66.2,22.9,7.1,3.8,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Magwegwe 3,-20.133498,28.498818,1181,413,143,88,0,1825,64.71,22.63,7.84,4.82,0,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Mountainview,-20.127243,28.50643,2888,1140,285,252,1,4566,63.25,24.97,6.24,5.52,0.02,1
October,Matebeleland,Bulawayo,Bulawayo,Magwegwe,Mountainview,-20.12723,28.50643,9131,3235,917,498,1,13782,66.25,23.47,6.65,3.61,0.01,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Barham Green,-20.188162,28.568139,985,315,79,134,0,1513,65.1,20.82,5.22,8.86,0,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Barham green,-20.18803,28.568,754,226,38,55,1,1074,70.2,21.04,3.54,5.12,0.09,2
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Bellevue,-20.211413,28.565983,1654,545,115,210,4,2528,65.43,21.56,4.55,8.31,0.16,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Bellevue,-20.21136,28.56598,1993,770,152,191,2,3108,64.12,24.77,4.89,6.15,0.06,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Belmont,-20.171105,28.573889,408,122,16,44,1,591,69.04,20.64,2.71,7.45,0.17,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Belmont,-20.17106,28.57411,996,345,55,103,0,1499,66.44,23.02,3.67,6.87,0,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Belmont East,-20.172137,28.582102,972,304,65,128,0,1469,66.17,20.69,4.42,8.71,0,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Belmont East,-20.16961,28.58025,1567,521,103,140,3,2334,67.14,22.32,4.41,6,0.13,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Donnington,-20.196895,28.551301,1470,533,96,140,1,2240,65.63,23.79,4.29,6.25,0.04,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Donnington,-20.19403,28.55591,1413,532,118,130,5,2198,64.29,24.2,5.37,5.91,0.23,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Donnington 2,-20.181719,28.561714,837,275,62,65,0,1239,67.55,22.2,5,5.25,0,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Donnington 2,-20.18158,28.56167,1096,384,88,76,2,1646,66.59,23.33,5.35,4.62,0.12,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Montrose,-20.197048,28.572864,2025,679,101,329,10,3144,64.41,21.6,3.21,10.46,0.32,1
October,Matebeleland,Bulawayo,Bulawayo,Montrose,Montrose,-20.19701,28.5729,1072,358,86,101,0,1617,66.3,22.14,5.32,6.25,0,1
October,Matebeleland,Bulawayo,Bulawayo,Njube,Entumbane,-20.120385,28.543285,3643,1250,297,170,0,5360,67.97,23.32,5.54,3.17,0,1
October,Matebeleland,Bulawayo,Bulawayo,Njube,Entumbane,-20.12036,28.54329,3595,1341,313,139,0,5388,66.72,24.89,5.81,2.58,0,1
October,Matebeleland,Bulawayo,Bulawayo,Njube,Entumbane Complex,-20.13017,28.53768,3311,1238,331,126,0,5006,66.14,24.73,6.61,2.52,0,1
